LongEntryThr,-1,-1,,,,RESULTS,zd5,zd10,zd20,COMBO,,,,,Correls,5day,10day,20day,TRY,-0.994766047,-0.301718876,-0.096730749,-2.087140557,-0.983561737,-0.962295287,-0.967506466,0,-0.316111803,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,,,,,,,
7/26/20,BTC,9931.54,0.0238,0.0577,0.0873,0.0629,1.6956,2.1132,1.2758,ETH,311,0.0188,0.2663,0.3315,0.2873,3.6471,3.8633,2.6100,-1.9515,-1.7502,-1.3343,0.0122,0.0307,2.5140,1.0000,3.5140,0.7154,0.2846,0.0691,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,1
7/27/20,BTC,11029.96,0.1106,0.1588,0.2049,0.1915,4.5824,4.8575,3.9308,ETH,321.93,0.0351,0.2206,0.3836,0.3448,2.7853,4.0958,3.0575,1.7971,0.7617,0.8733,0.0267,0.0306,1.1484,1.0000,2.1484,0.5345,0.4655,0.0015,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
7/28/20,BTC,10906.27,-0.0112,0.1357,0.1893,0.1558,3.4276,3.8363,2.8749,ETH,316.77,-0.0160,0.1506,0.3441,0.2827,1.8195,3.3285,2.4009,1.6081,0.5077,0.4739,0.0269,0.0311,1.1566,1.0000,2.1566,0.5363,0.4637,0.0082,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
7/29/20,BTC,11100.53,0.0178,0.1638,0.2054,0.2023,3.9158,3.7878,3.5273,ETH,317.71,0.0030,0.1381,0.3287,0.3130,1.6508,2.9856,2.5988,2.2650,0.8022,0.9285,0.0261,0.0303,1.1593,1.0000,2.1593,0.5369,0.4631,-0.0251,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
7/30/20,BTC,11099.61,-0.0001,0.1442,0.2116,0.1950,3.1904,3.5466,3.1903,ETH,334.87,0.0540,0.0970,0.4189,0.3880,1.1802,3.6464,3.2107,2.0102,-0.0998,-0.0204,0.0262,0.0312,1.1929,1.0000,2.1929,0.5440,0.4560,-0.0040,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
7/31/20,BTC,11335.46,0.0212,0.1414,0.2072,0.2276,2.9558,3.1995,3.5296,ETH,346.33,0.0342,0.1136,0.4102,0.4479,1.4003,3.3280,3.5753,1.5555,-0.1284,-0.0457,0.0261,0.0309,1.1839,1.0000,2.1839,0.5421,0.4579,-0.0315,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/1/20,BTC,11801.17,0.0411,0.0699,0.2399,0.2686,1.4233,3.5193,3.9693,ETH,387,0.1174,0.2021,0.4674,0.5940,2.5540,3.5923,4.5484,-1.1307,-0.0731,-0.5790,0.0269,0.0379,1.4059,1.0000,2.4059,0.5843,0.4157,-0.0205,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/2/20,BTC,11071.35,-0.0618,0.0151,0.1529,0.1979,0.3051,2.0711,2.6331,ETH,372.42,-0.0377,0.1757,0.3528,0.5550,2.1443,2.5256,3.8205,-1.8392,-0.4545,-1.1874,0.0314,0.0395,1.2560,1.0000,2.2560,0.5567,0.4433,-0.0086,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,0
8/3/20,BTC,11219.81,0.0134,0.0107,0.1764,0.2122,0.2167,2.3546,2.7045,ETH,385.94,0.0363,0.2148,0.3826,0.6051,2.5744,2.6745,3.8737,-2.3577,-0.3199,-1.1692,0.0314,0.0393,1.2527,1.0000,2.2527,0.5561,0.4439,-0.0056,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,0
8/4/20,BTC,11191.97,-0.0025,0.0083,0.1538,0.2168,0.1678,2.0012,2.6409,ETH,389.61,0.0095,0.1635,0.2763,0.6328,1.8912,1.8699,3.7647,-1.7234,0.1313,-1.1237,0.0313,0.0388,1.2387,1.0000,2.2387,0.5533,0.4467,0.0146,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,0
8/5/20,BTC,11744.91,0.0494,0.0361,0.1826,0.2859,0.7284,2.3349,3.3346,ETH,400.72,0.0285,0.1570,0.2885,0.7156,1.7861,1.9330,3.9581,-1.0576,0.4020,-0.6236,0.0322,0.0372,1.1552,1.0000,2.1552,0.5360,0.4640,0.0077,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/6/20,BTC,11762.46,0.0015,-0.0033,0.0664,0.2849,-0.0671,0.8228,3.1029,ETH,394.77,-0.0148,0.0201,0.2263,0.6967,0.2262,1.4950,3.5459,-0.2933,-0.6722,-0.4430,0.0322,0.0377,1.1725,1.0000,2.1725,0.5397,0.4603,0.0103,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/7/20,BTC,11594.23,-0.0143,0.0472,0.0631,0.2643,0.9649,0.7803,2.7176,ETH,379.34,-0.0391,0.0186,0.1975,0.6096,0.2093,1.2954,2.9061,0.7556,-0.5152,-0.1885,0.0327,0.0405,1.2387,1.0000,2.2387,0.5533,0.4467,-0.0129,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/8/20,BTC,11761.41,0.0144,0.0483,0.0595,0.2772,0.9826,0.7354,2.7335,ETH,397.03,0.0466,0.0287,0.2497,0.6604,0.3239,1.6302,3.0231,0.6588,-0.8947,-0.2896,0.0326,0.0407,1.2471,1.0000,2.2471,0.5550,0.4450,0.0040,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/9/20,BTC,11681.68,-0.0068,0.0438,0.0524,0.2752,0.8883,0.6475,2.6013,ETH,390.14,-0.0174,0.0014,0.1650,0.6531,0.0154,1.0700,2.8594,0.8730,-0.4225,-0.2581,0.0327,0.0409,1.2525,1.0000,2.2525,0.5560,0.4440,0.0040,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/10/20,BTC,11892.92,0.0181,0.0126,0.0492,0.2666,0.2553,0.6070,2.4300,ETH,395.44,0.0136,-0.0132,0.1418,0.6102,-0.1485,0.9174,2.5737,0.4038,-0.3104,-0.1437,0.0326,0.0409,1.2547,1.0000,2.2547,0.5565,0.4435,-0.0050,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/11/20,BTC,11392.08,-0.0421,-0.0315,-0.0347,0.1969,-0.6451,-0.4362,1.7413,ETH,379,-0.0416,-0.0399,-0.0207,0.4370,-0.4526,-0.1349,1.7911,-0.1925,-0.3013,-0.0498,0.0348,0.0417,1.2000,1.0000,2.2000,0.5455,0.4545,-0.0016,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/12/20,BTC,11564.33,0.0151,-0.0026,0.0445,0.2042,-0.0528,0.5580,1.7834,ETH,387.18,0.0216,0.0207,0.0396,0.4064,0.2337,0.2582,1.6490,-0.2865,0.2998,0.1343,0.0348,0.0413,1.1878,1.0000,2.1878,0.5429,0.4571,-0.0340,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/13/20,BTC,11780,0.0186,0.0016,0.0499,0.2351,0.0326,0.6280,2.0263,ETH,424.54,0.0965,0.0693,0.1000,0.5208,0.7883,0.6543,2.0978,-0.7557,-0.0263,-0.0715,0.0346,0.0449,1.2963,1.0000,2.2963,0.5645,0.4355,-0.0149,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/14/20,BTC,11760.54,-0.0017,0.0068,0.0508,0.2124,0.1410,0.6443,1.7965,ETH,438.11,0.0320,0.1230,0.1245,0.4352,1.4120,0.8203,1.7260,-1.2711,-0.1760,0.0706,0.0347,0.0417,1.2022,1.0000,2.2022,0.5459,0.4541,0.0103,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/15/20,BTC,11852.4,0.0078,-0.0034,0.0092,0.1934,-0.0723,0.1165,1.6145,ETH,432.32,-0.0132,0.0933,0.0789,0.3901,1.0809,0.5230,1.5346,-1.1531,-0.4065,0.0799,0.0346,0.0423,1.2252,1.0000,2.2252,0.5506,0.4494,0.0014,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/16/20,BTC,11911,0.0049,0.0456,0.0126,0.0799,0.9645,0.1612,0.6608,ETH,433.62,0.0030,0.1441,0.0984,0.3469,1.6684,0.6565,1.3583,-0.7039,-0.4953,-0.6975,0.0250,0.0422,1.6867,1.0000,2.6867,0.6278,0.3722,0.0219,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/17/20,BTC,12281.13,0.0311,0.0620,0.0592,0.1261,1.3109,0.7604,1.0467,ETH,430.89,-0.0063,0.1129,0.1359,0.3603,1.3015,0.9138,1.4094,0.0094,-0.1535,-0.3628,0.0255,0.0419,1.6461,1.0000,2.6461,0.6221,0.3779,-0.0092,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/18/20,BTC,11945.01,-0.0274,0.0140,0.0156,0.0761,0.2953,0.2020,0.6325,ETH,421.95,-0.0207,-0.0061,0.0628,0.3281,-0.0706,0.4264,1.2831,0.3659,-0.2244,-0.6506,0.0264,0.0426,1.6169,1.0000,2.6169,0.6179,0.3821,0.0033,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/19/20,BTC,11754.59,-0.0159,-0.0005,0.0062,0.0590,-0.0107,0.0816,0.4942,ETH,407.46,-0.0343,-0.0700,0.0444,0.2168,-0.8106,0.3047,0.8539,0.7999,-0.2231,-0.3596,0.0267,0.0430,1.6073,1.0000,2.6073,0.6165,0.3835,-0.0028,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/20/20,BTC,11853.55,0.0084,0.0001,-0.0033,0.0457,0.0021,-0.0438,0.3843,ETH,415.94,0.0208,-0.0379,0.0518,0.2010,-0.4333,0.3602,0.7969,0.4353,-0.4039,-0.4126,0.0264,0.0427,1.6150,1.0000,2.6150,0.6176,0.3824,0.0089,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/21/20,BTC,11531.34,-0.0272,-0.0319,0.0122,-0.0229,-0.6783,0.1615,-0.1953,ETH,387.97,-0.0672,-0.1053,0.0237,0.0025,-1.2022,0.1652,0.0101,0.5240,-0.0037,-0.2054,0.0256,0.0379,1.4827,1.0000,2.4827,0.5972,0.4028,-0.0007,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/22/20,BTC,11662.96,0.0114,-0.0503,0.0085,0.0534,-1.0597,0.1126,0.4547,ETH,395.24,0.0187,-0.0827,0.0208,0.0613,-0.9196,0.1453,0.2455,-0.1402,-0.0327,0.2092,0.0213,0.0370,1.7397,1.0000,2.7397,0.6350,0.3650,0.0034,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/23/20,BTC,11648.13,-0.0013,-0.0249,-0.0112,0.0382,-0.5139,-0.1477,0.3261,ETH,390.71,-0.0115,-0.0740,-0.0797,0.0124,-0.8078,-0.5562,0.0497,0.2939,0.4085,0.2764,0.0211,0.0363,1.7181,1.0000,2.7181,0.6321,0.3679,-0.0105,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/24/20,BTC,11748.2,0.0086,-0.0005,-0.0010,0.0497,-0.0112,-0.0138,0.4284,ETH,407.68,0.0434,0.0005,-0.0695,0.0464,0.0058,-0.4796,0.1871,-0.0170,0.4658,0.2413,0.0212,0.0375,1.7723,1.0000,2.7723,0.6393,0.3607,-0.0015,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/25/20,BTC,11318.42,-0.0366,-0.0451,-0.0451,-0.0363,-0.9302,-0.5953,-0.3156,ETH,382.93,-0.0607,-0.0794,-0.1142,-0.0444,-0.8523,-0.7821,-0.1799,-0.0779,0.1868,-0.1357,0.0199,0.0396,1.9919,1.0000,2.9919,0.6658,0.3342,0.0059,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/26/20,BTC,11461.43,0.0126,-0.0061,-0.0377,-0.0256,-0.1236,-0.4979,-0.2230,ETH,385.81,0.0075,-0.0056,-0.1103,-0.0227,-0.0590,-0.7455,-0.0920,-0.0646,0.2476,-0.1310,0.0201,0.0395,1.9634,1.0000,2.9634,0.6625,0.3375,-0.0054,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/27/20,BTC,11330.38,-0.0114,-0.0285,-0.0774,-0.0228,-0.5967,-1.0237,-0.2000,ETH,383.27,-0.0066,-0.0303,-0.1105,0.0104,-0.3259,-0.7412,0.0422,-0.2708,-0.2825,-0.2422,0.0200,0.0385,1.9212,1.0000,2.9212,0.6577,0.3423,0.0008,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/28/20,BTC,11526.91,0.0173,-0.0104,-0.0350,-0.0199,-0.2202,-0.4567,-0.1765,ETH,395.11,0.0309,0.0113,-0.0636,-0.0048,0.1223,-0.4220,-0.0199,-0.3425,-0.0347,-0.1567,0.0201,0.0376,1.8679,1.0000,2.8679,0.6513,0.3487,-0.0066,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/29/20,BTC,11465.84,-0.0053,-0.0240,-0.0246,-0.0185,-0.5086,-0.3192,-0.1646,ETH,398.65,0.0090,-0.0221,-0.0216,0.0218,-0.2416,-0.1426,0.0900,-0.2670,-0.1766,-0.2546,0.0201,0.0374,1.8601,1.0000,2.8601,0.6504,0.3496,-0.0127,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/30/20,BTC,11711.16,0.0214,0.0347,-0.0120,-0.0153,0.7318,-0.1561,-0.1375,ETH,428.94,0.0760,0.1202,0.0313,0.0847,1.3121,0.2060,0.3524,-0.5803,-0.3621,-0.4899,0.0203,0.0409,2.0153,1.0000,3.0153,0.6684,0.3316,-0.0073,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/31/20,BTC,11649.51,-0.0053,0.0164,0.0102,0.0226,0.3460,0.1330,0.2031,ETH,433.79,0.0113,0.1244,0.1181,0.1446,1.3543,0.7792,0.6040,-1.0083,-0.6462,-0.4009,0.0179,0.0394,2.2083,1.0000,3.2083,0.6883,0.3117,-0.0138,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/1/20,BTC,11921.97,0.0234,0.0522,0.0222,0.0309,1.1014,0.2923,0.2802,ETH,475.4,0.0959,0.2404,0.2028,0.2279,2.6065,1.3531,0.9618,-1.5051,-1.0608,-0.6817,0.0183,0.0441,2.4097,1.0000,3.4097,0.7067,0.2933,-0.0095,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,1
9/2/20,BTC,11388.54,-0.0447,-0.0120,-0.0223,-0.0332,-0.2530,-0.2977,-0.3040,ETH,439.5,-0.0755,0.1123,0.1249,0.0352,1.1823,0.8411,0.1507,-1.4353,-1.1387,-0.4546,0.0205,0.0433,2.1088,1.0000,3.1088,0.6783,0.3217,-0.0318,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,1
9/3/20,BTC,10140.85,-0.1096,-0.1156,-0.1368,-0.1377,-2.4325,-1.8257,-1.2575,ETH,381.4,-0.1322,-0.0433,-0.0645,-0.1294,-0.4553,-0.4372,-0.5552,-1.9771,-1.3885,-0.7023,0.0317,0.0521,1.6434,1.0000,2.6434,0.6217,0.3783,0.0149,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,1
9/4/20,BTC,10446.25,0.0301,-0.1080,-0.0771,-0.1186,-2.1358,-0.9873,-1.0579,ETH,385.26,0.0101,-0.1018,0.0061,-0.1089,-1.0637,0.0411,-0.4618,-1.0721,-1.0284,-0.5961,0.0326,0.0522,1.5995,1.0000,2.5995,0.6153,0.3847,0.0337,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,1
9/5/20,BTC,10166.69,-0.0268,-0.1273,-0.1130,-0.1464,-2.3934,-1.4215,-1.2801,ETH,335.01,-0.1304,-0.2277,-0.1317,-0.2274,-2.3250,-0.8858,-0.9541,-0.0685,-0.5357,-0.3260,0.0329,0.0593,1.8032,1.0000,2.8032,0.6433,0.3567,-0.0133,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
