LongEntryThr,-1,-1,,,,RESULTS,zd5,zd10,zd20,COMBO,,,,,Correls,5day,10day,20day,TRY,-0.994766047,-0.301718876,-0.096730749,-2.087140557,-0.983561737,-0.962295287,-0.967506466,0,-0.316111803,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,,,,,,,
8/26/18,BTC,6700,-0.0050,0.0340,0.0615,-0.0339,,,,ETH,274.29,-0.0117,-0.0246,-0.0449,-0.3232,,,,,,,0.0308,0.0533,1.7340,1.0000,2.7340,0.6342,0.3658,0.0019,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/27/18,BTC,6908.64,0.0311,0.0861,0.0492,0.0281,,,,ETH,287.71,0.0489,0.0624,-0.0939,-0.2393,,,,,,,0.0307,0.0540,1.7578,1.0000,2.7578,0.6374,0.3626,0.0057,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/28/18,BTC,7076.11,0.0242,0.0845,0.1077,0.1259,,,,ETH,295.44,0.0269,0.0705,0.0045,-0.1689,,,,,,,0.0268,0.0535,1.9967,1.0000,2.9967,0.6663,0.3337,0.0037,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/29/18,BTC,7031.22,-0.0063,0.0523,0.0855,0.0768,,,,ETH,288.4,-0.0238,0.0256,-0.0368,-0.2062,,,,,,,0.0258,0.0531,2.0609,1.0000,3.0609,0.6733,0.3267,0.0007,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/30/18,BTC,6984.84,-0.0066,0.0373,0.1167,0.1369,,,,ETH,283.89,-0.0156,0.0228,0.0495,-0.1444,,,,,,,0.0213,0.0500,2.3490,1.0000,3.3490,0.7014,0.2986,0.0053,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
8/31/18,BTC,7011.21,0.0038,0.0464,0.0820,0.1250,,,,ETH,281.41,-0.0087,0.0260,0.0007,-0.1142,,,,,,,0.0212,0.0493,2.3232,1.0000,3.3232,0.6991,0.3009,0.0035,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/1/18,BTC,7200.01,0.0269,0.0422,0.1319,0.1413,,,,ETH,295.71,0.0508,0.0278,0.0920,-0.0698,,,,,,,0.0217,0.0508,2.3439,1.0000,3.3439,0.7009,0.2991,0.0102,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/2/18,BTC,7302.01,0.0142,0.0319,0.1191,0.1690,,,,ETH,295.41,-0.0010,-0.0001,0.0704,0.0409,,,,,,,0.0214,0.0444,2.0793,1.0000,3.0793,0.6753,0.3247,0.0033,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/3/18,BTC,7263.02,-0.0053,0.0330,0.0870,0.1737,,,,ETH,289.09,-0.0214,0.0024,0.0281,0.0384,,,,,,,0.0212,0.0445,2.0973,1.0000,3.0973,0.6771,0.3229,0.0132,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/4/18,BTC,7359.06,0.0132,0.0536,0.0929,0.1742,,,,ETH,285.3,-0.0131,0.0050,0.0279,0.0149,,,,,,,0.0212,0.0446,2.1018,1.0000,3.1018,0.6776,0.3224,0.0035,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/5/18,BTC,6700,-0.0896,-0.0444,0.0000,0.0615,,,,ETH,228.53,-0.1990,-0.1879,-0.1668,-0.2042,,,,,,,0.0305,0.0629,2.0642,1.0000,3.0642,0.6736,0.3264,-0.0202,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/6/18,BTC,6516.01,-0.0275,-0.0950,-0.0568,-0.0104,,,,ETH,229.7,0.0051,-0.2232,-0.2016,-0.2766,,,,,,,0.0297,0.0570,1.9178,1.0000,2.9178,0.6573,0.3427,0.0095,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/7/18,BTC,6395.54,-0.0185,-0.1241,-0.0962,0.0012,,,,ETH,215.22,-0.0630,-0.2715,-0.2715,-0.2682,,,,,,,0.0292,0.0565,1.9319,1.0000,2.9319,0.6589,0.3411,0.0076,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/8/18,BTC,6185.05,-0.0329,-0.1484,-0.1203,-0.0452,,,,ETH,196.71,-0.0860,-0.3196,-0.3179,-0.3430,,,,,,,0.0300,0.0581,1.9407,1.0000,2.9407,0.6600,0.3400,0.0086,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/9/18,BTC,6250.81,0.0106,-0.1506,-0.1051,-0.0006,,,,ETH,195.81,-0.0046,-0.3137,-0.3103,-0.2761,,,,,,,0.0291,0.0553,1.9010,1.0000,2.9010,0.6553,0.3447,0.0041,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/10/18,BTC,6312,0.0098,-0.0579,-0.0997,-0.0259,,,,ETH,197.15,0.0068,-0.1373,-0.2994,-0.2989,,,,,,,0.0279,0.0541,1.9339,1.0000,2.9339,0.6592,0.3408,0.0189,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/11/18,BTC,6294.91,-0.0027,-0.0339,-0.1257,-0.0104,,,,ETH,185.18,-0.0607,-0.1938,-0.3738,-0.3162,,,,,,,0.0277,0.0548,1.9814,1.0000,2.9814,0.6646,0.3354,0.0083,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/12/18,BTC,6338.62,0.0069,-0.0089,-0.1319,-0.0286,-0.1022,,,ETH,183.12,-0.0111,-0.1491,-0.3801,-0.3365,-1.3879,,,1.2857,,,0.0270,0.0541,2.0027,1.0000,3.0027,0.6670,0.3330,-0.0345,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/13/18,BTC,6487.38,0.0235,0.0489,-0.1068,-0.0291,0.5661,,,ETH,210.68,0.1505,0.0710,-0.2712,-0.2508,0.6625,,,-0.0964,,,0.0270,0.0657,2.4334,1.0000,3.4334,0.7087,0.2913,0.0014,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/14/18,BTC,6476.63,-0.0017,0.0361,-0.1199,-0.0382,0.4174,,,ETH,208.82,-0.0088,0.0664,-0.2681,-0.2476,0.6166,,,-0.1992,,,0.0269,0.0657,2.4409,1.0000,3.4409,0.7094,0.2906,-0.0132,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/15/18,BTC,6514.96,0.0059,0.0322,-0.0276,-0.0276,0.3722,,,ETH,221.29,0.0597,0.1224,-0.0317,-0.1932,1.1382,,,-0.7661,,,0.0270,0.0677,2.5090,1.0000,3.5090,0.7150,0.2850,0.0003,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/16/18,BTC,6505,-0.0015,0.0334,-0.0017,-0.0584,0.3988,,,ETH,220.17,-0.0051,0.1890,-0.0415,-0.2348,1.7743,,,-1.3755,,,0.0259,0.0663,2.5621,1.0000,3.5621,0.7193,0.2807,0.0023,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/17/18,BTC,6248.69,-0.0394,-0.0142,-0.0230,-0.1169,-0.1770,-0.1743,,ETH,196.16,-0.1091,0.0712,-0.0886,-0.3360,0.6526,-0.6632,,-0.8296,0.4889,,0.0263,0.0691,2.6275,1.0000,3.6275,0.7243,0.2757,-0.0067,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/18/18,BTC,6336.45,0.0140,-0.0233,0.0245,-0.0988,-0.3063,0.1874,,ETH,208.17,0.0612,-0.0119,0.0583,-0.2782,-0.1094,0.4398,,-0.1969,-0.2525,,0.0267,0.0713,2.6732,1.0000,3.6732,0.7278,0.2722,0.0042,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/19/18,BTC,6391.89,0.0087,-0.0131,0.0226,-0.0849,-0.1791,0.1751,,ETH,209.79,0.0078,0.0046,0.0714,-0.2610,0.0427,0.5373,,-0.2218,-0.3622,,0.0268,0.0715,2.6624,1.0000,3.6624,0.7270,0.2730,-0.0071,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/20/18,BTC,6492,0.0157,-0.0035,0.0285,-0.0741,-0.0492,0.2242,,ETH,224,0.0677,0.0122,0.1362,-0.2040,0.1123,1.0188,,-0.1614,-0.7946,,0.0272,0.0737,2.7136,1.0000,3.7136,0.7307,0.2693,0.0015,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/21/18,BTC,6759.02,0.0411,0.0390,0.0737,-0.0612,0.5451,0.5904,,ETH,247.73,0.1059,0.1252,0.3378,-0.1623,1.1440,2.4893,,-0.5988,-1.8989,,0.0282,0.0770,2.7340,1.0000,3.7340,0.7322,0.2678,0.0034,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/22/18,BTC,6723.05,-0.0053,0.0759,0.0606,-0.0793,1.0610,0.5011,,ETH,241.01,-0.0271,0.2286,0.3161,-0.1842,2.0431,2.1586,,-0.9821,-1.6575,,0.0279,0.0771,2.7663,1.0000,3.7663,0.7345,0.2655,-0.0055,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/23/18,BTC,6708,-0.0022,0.0586,0.0340,-0.0764,0.8345,0.3029,,ETH,244.5,0.0145,0.1745,0.1605,-0.1542,1.4877,1.0424,,-0.6531,-0.7395,,0.0279,0.0772,2.7689,1.0000,3.7689,0.7347,0.2653,0.0040,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/24/18,BTC,6581.39,-0.0189,0.0296,0.0162,-0.1057,0.4300,0.1536,,ETH,228.06,-0.0672,0.0871,0.0921,-0.2006,0.7248,0.5885,,-0.2947,-0.4350,,0.0278,0.0784,2.8224,1.0000,3.8224,0.7384,0.2616,-0.0053,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/25/18,BTC,6447.54,-0.0203,-0.0068,-0.0103,-0.0377,-0.1002,-0.1012,,ETH,219.62,-0.0370,-0.0196,-0.0075,-0.0390,-0.1613,-0.0477,,0.0611,-0.0535,,0.0199,0.0649,3.2559,1.0000,4.2559,0.7650,0.2350,0.0076,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/26/18,BTC,6465.12,0.0027,-0.0435,-0.0061,-0.0078,-0.6538,-0.0609,,ETH,214.42,-0.0237,-0.1345,-0.0261,-0.0665,-1.1122,-0.1646,,0.4584,0.1036,,0.0190,0.0651,3.4259,1.0000,4.4259,0.7741,0.2259,0.0113,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/27/18,BTC,6689.13,0.0346,-0.0050,0.0705,0.0459,-0.0767,0.7118,0.3404,ETH,229.13,0.0686,-0.0493,0.1681,0.0646,-0.4080,1.0593,0.5196,0.3313,-0.3475,-0.1793,0.0200,0.0652,3.2595,1.0000,4.2595,0.7652,0.2348,0.0012,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/28/18,BTC,6634.58,-0.0082,-0.0109,0.0471,0.0727,-0.1663,0.4778,0.5421,ETH,221.84,-0.0318,-0.0927,0.0657,0.1278,-0.7673,0.4054,0.9928,0.6010,0.0724,-0.4507,0.0184,0.0622,3.3842,1.0000,4.3842,0.7719,0.2281,-0.0145,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/29/18,BTC,6596.38,-0.0058,0.0023,0.0320,0.0553,0.0346,0.3290,0.4326,ETH,231.62,0.0441,0.0156,0.1041,0.1829,0.1291,0.6395,1.3898,-0.0945,-0.3105,-0.9572,0.0184,0.0627,3.4009,1.0000,4.4009,0.7728,0.2272,0.0022,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
9/30/18,BTC,6626.57,0.0046,0.0278,0.0207,0.0498,0.4220,0.2135,0.4011,ETH,232.94,0.0057,0.0607,0.0399,0.1815,0.5005,0.2423,1.3036,-0.0786,-0.0288,-0.9025,0.0184,0.0627,3.4134,1.0000,4.4134,0.7734,0.2266,-0.0005,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/1/18,BTC,6611.61,-0.0023,0.0227,-0.0218,0.0503,0.3453,-0.2248,0.4181,ETH,231.61,-0.0057,0.0802,-0.0651,0.2507,0.6582,-0.3929,1.7139,-0.3129,0.1681,-1.2958,0.0184,0.0606,3.3000,1.0000,4.3000,0.7674,0.2326,-0.0040,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/2/18,BTC,6525.79,-0.0130,-0.0244,-0.0293,0.0295,-0.3751,-0.3024,0.2536,ETH,225.69,-0.0256,-0.0150,-0.0636,0.2325,-0.1226,-0.3837,1.4847,-0.2525,0.0813,-1.2311,0.0186,0.0610,3.2693,1.0000,4.2693,0.7658,0.2342,0.0033,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/3/18,BTC,6510,-0.0024,-0.0188,-0.0295,0.0035,-0.2926,-0.3065,0.0309,ETH,220.77,-0.0218,-0.0048,-0.0971,0.0479,-0.0395,-0.5859,0.2902,-0.2532,0.2794,-0.2594,0.0179,0.0519,2.8934,1.0000,3.8934,0.7432,0.2568,0.0074,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/4/18,BTC,6593.79,0.0129,-0.0004,0.0019,0.0181,-0.0064,0.0198,0.1622,ETH,222.66,0.0086,-0.0387,-0.0237,0.0663,-0.3169,-0.1430,0.3956,0.3106,0.1629,-0.2334,0.0181,0.0518,2.8561,1.0000,3.8561,0.7407,0.2593,-0.0019,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/5/18,BTC,6635.65,0.0063,0.0014,0.0292,0.0185,0.0225,0.3091,0.1666,ETH,228.37,0.0256,-0.0196,0.0398,0.0320,-0.1608,0.2404,0.1873,0.1833,0.0687,-0.0207,0.0182,0.0505,2.7797,1.0000,3.7797,0.7354,0.2646,-0.0011,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/6/18,BTC,6594.27,-0.0062,-0.0026,0.0200,0.0137,-0.0438,0.2148,0.1231,ETH,225.4,-0.0130,-0.0268,0.0512,0.0238,-0.2196,0.3077,0.1371,0.1759,-0.0929,-0.0140,0.0182,0.0506,2.7749,1.0000,3.7749,0.7351,0.2649,0.0015,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/7/18,BTC,6615.26,0.0032,0.0137,-0.0110,0.0587,0.2348,-0.1219,0.5258,ETH,226.14,0.0033,0.0020,-0.0130,0.1528,0.0163,-0.0783,0.8716,0.2184,-0.0437,-0.3458,0.0156,0.0432,2.7778,1.0000,3.7778,0.7353,0.2647,0.0019,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/8/18,BTC,6673.01,0.0087,0.0250,0.0058,0.0531,0.4548,0.0675,0.4774,ETH,230.01,0.0171,0.0419,0.0368,0.1049,0.3452,0.2222,0.5813,0.1096,-0.1548,-0.1039,0.0154,0.0415,2.6909,1.0000,3.6909,0.7291,0.2709,0.0001,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
10/9/18,BTC,6656.61,-0.0025,0.0095,0.0091,0.0414,0.1750,0.1111,0.3716,ETH,228.4,-0.0070,0.0258,-0.0139,0.0887,0.2125,-0.0840,0.4818,-0.0375,0.1951,-0.1103,0.0154,0.0416,2.7018,1.0000,3.7018,0.7299,0.2701,-0.0008,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
